Date,Time,Average,Peak
8/09/2015,8:53:04,68.492485,71.662066
8/09/2015,8:53:05,59.921334,64.28366
8/09/2015,8:53:05,58.207251,63.876454
8/09/2015,8:53:05,58.54545,58.54545
8/09/2015,8:53:05,55.306428,60.045419
8/09/2015,8:53:05,60.418441,62.221348
8/09/2015,8:53:05,55.511675,59.256927
8/09/2015,8:53:05,54.746164,54.746164
8/09/2015,8:53:05,73.278765,73.322266
8/09/2015,8:53:06,51.615902,61.590416
8/09/2015,8:53:06,54.178557,65.536504
8/09/2015,8:53:06,55.815932,55.908425
8/09/2015,8:53:06,56.345784,61.736816
8/09/2015,8:53:06,57.292965,57.555101
8/09/2015,8:53:06,57.594365,61.306331
8/09/2015,8:53:06,52.587738,53.986641
8/09/2015,8:53:06,55.322926,55.545281
8/09/2015,8:53:06,60.253673,69.122091
8/09/2015,8:53:07,62.606835,62.914228
8/09/2015,8:53:07,54.075381,60.133956
8/09/2015,8:53:07,58.377653,58.456719
8/09/2015,8:53:07,56.811424,60.067842
8/09/2015,8:53:07,69.004036,69.275902
8/09/2015,8:53:07,57.547204,59.584413
8/09/2015,8:53:07,56.25711,56.35461
8/09/2015,8:53:07,56.334862,56.334862
8/09/2015,8:53:07,58.306807,73.509411
8/09/2015,8:53:08,60.805551,61.871406
8/09/2015,8:53:08,55.323842,57.827772
8/09/2015,8:53:08,59.279021,59.279021
8/09/2015,8:53:08,54.336459,60.239479
8/09/2015,8:53:08,66.131664,67.167586
8/09/2015,8:53:08,60.654007,60.690674
8/09/2015,8:53:08,54.809513,55.177014
8/09/2015,8:53:08,70.749945,70.788629
8/09/2015,8:53:08,55.239806,63.986525
8/09/2015,8:53:09,59.915935,65.006185
8/09/2015,8:53:09,53.477939,58.778857
8/09/2015,8:53:09,61.555826,62.239285
8/09/2015,8:53:09,60.728032,60.817621
8/09/2015,8:53:09,56.536451,62.438103
8/09/2015,8:53:09,55.057257,58.527229
8/09/2015,8:53:09,50.992664,52.824435
8/09/2015,8:53:09,62.477183,68.347104
8/09/2015,8:53:10,56.72663,62.211222
8/09/2015,8:53:10,53.248424,55.811817
8/09/2015,8:53:10,57.816406,57.816406
8/09/2015,8:53:10,58.675607,59.244089
8/09/2015,8:53:10,58.449642,65.858971
8/09/2015,8:53:10,58.048476,58.061092
8/09/2015,8:53:10,55.24673,55.773954
8/09/2015,8:53:10,63.974908,68.410986
8/09/2015,8:53:10,58.466046,61.725097
8/09/2015,8:53:11,58.915562,62.474957
8/09/2015,8:53:11,52.933119,56.211145
8/09/2015,8:53:11,58.206535,58.872793
8/09/2015,8:53:11,66.867551,67.228318
8/09/2015,8:53:11,52.018245,58.071436
8/09/2015,8:53:11,50.461614,61.360227
8/09/2015,8:53:11,55.590786,56.21024
8/09/2015,8:53:11,56.525054,75.812515
8/09/2015,8:53:11,63.394356,63.622102
8/09/2015,8:53:12,50.090092,58.505159
8/09/2015,8:53:12,59.87991,62.342356
8/09/2015,8:53:12,60.599014,62.553512
8/09/2015,8:53:12,60.0273,65.098898
8/09/2015,8:53:12,58.047829,58.585047
8/09/2015,8:53:12,51.38045,52.735857
8/09/2015,8:53:12,70.307127,72.871119
8/09/2015,8:53:12,59.700644,60.002415
8/09/2015,8:53:12,54.825874,65.962809
8/09/2015,8:53:13,54.720872,55.892207
8/09/2015,8:53:13,66.919659,68.303352
8/09/2015,8:53:13,56.055227,64.928292
8/09/2015,8:53:13,54.189476,60.049186
8/09/2015,8:53:13,53.57151,59.194173
8/09/2015,8:53:13,75.866927,76.093746
8/09/2015,8:53:13,60.978506,62.670896
8/09/2015,8:53:13,56.269217,65.841393
8/09/2015,8:53:14,53.275696,53.909953
8/09/2015,8:53:14,57.518163,60.876809
8/09/2015,8:53:14,65.086277,66.554066
8/09/2015,8:53:14,60.349734,64.512159
8/09/2015,8:53:14,65.00695,65.723136
8/09/2015,8:53:14,50.589701,54.837832
8/09/2015,8:53:14,65.17026,66.039809
8/09/2015,8:53:14,57.969412,75.545093
8/09/2015,8:53:14,63.673376,64.587489
8/09/2015,8:53:15,55.978092,57.895908
8/09/2015,8:53:15,60.419968,60.419968
8/09/2015,8:53:15,62.110378,62.200252
8/09/2015,8:53:15,60.301334,61.377031
8/09/2015,8:53:15,56.767221,62.469395
8/09/2015,8:53:15,55.025397,65.021373
8/09/2015,8:53:15,57.395842,57.978538
8/09/2015,8:53:15,74.488812,74.497826
8/09/2015,8:53:15,57.649388,69.773874
8/09/2015,8:53:16,61.562606,68.841325
8/09/2015,8:53:16,58.215662,60.846158
8/09/2015,8:53:16,55.13779,58.375522
8/09/2015,8:53:16,62.03602,66.398987
8/09/2015,8:53:16,57.624131,57.680927
8/09/2015,8:53:16,58.240532,58.315494
8/09/2015,8:53:16,51.435403,56.476382
8/09/2015,8:53:16,60.871987,70.494414
8/09/2015,8:53:16,54.538521,61.222499
8/09/2015,8:53:17,57.189424,60.81387
8/09/2015,8:53:17,50.910392,51.671855
8/09/2015,8:53:17,51.127024,56.714709
8/09/2015,8:53:17,51.884295,58.519505
8/09/2015,8:53:17,55.910649,55.915782
8/09/2015,8:53:17,53.692525,54.947787
8/09/2015,8:53:17,55.993009,61.77688
8/09/2015,8:53:17,57.225894,58.140209
8/09/2015,8:53:18,54.745544,56.164518
8/09/2015,8:53:18,56.676413,56.789362
8/09/2015,8:53:18,55.117065,57.975113
8/09/2015,8:53:18,55.334504,57.270495
8/09/2015,8:53:18,54.169771,59.684923
8/09/2015,8:53:18,52.331179,54.612325
8/09/2015,8:53:18,53.708298,59.390654
8/09/2015,8:53:18,51.962391,54.037136
8/09/2015,8:53:18,54.771245,56.632759
8/09/2015,8:53:19,51.418257,56.187698
8/09/2015,8:53:19,59.238538,61.58723
8/09/2015,8:53:19,54.053984,54.495812
8/09/2015,8:53:19,51.736976,51.868048
8/09/2015,8:53:19,54.474137,54.486201
8/09/2015,8:53:19,54.509599,54.769096
8/09/2015,8:53:19,54.365553,56.604356
8/09/2015,8:53:19,53.391373,54.826556
8/09/2015,8:53:19,51.959678,55.448831
8/09/2015,8:53:20,53.37349,55.732381
8/09/2015,8:53:20,55.071842,55.155785
8/09/2015,8:53:20,55.800094,55.800094
8/09/2015,8:53:20,55.160823,57.717554
8/09/2015,8:53:20,57.778806,60.077426
8/09/2015,8:53:20,58.185943,58.627606
8/09/2015,8:53:20,55.141665,57.71508
8/09/2015,8:53:20,57.567314,57.740695
8/09/2015,8:53:21,59.372528,60.336247
8/09/2015,8:53:21,58.866596,58.866596
8/09/2015,8:53:21,57.474888,60.832111
8/09/2015,8:53:21,59.827618,59.827618
8/09/2015,8:53:21,59.193872,60.384162
8/09/2015,8:53:21,58.39583,61.245445
8/09/2015,8:53:21,60.475169,60.526152
8/09/2015,8:53:21,60.846052,62.73414
8/09/2015,8:53:21,61.593962,61.593962
8/09/2015,8:53:22,59.232969,61.409821
8/09/2015,8:53:22,59.223766,61.815317
8/09/2015,8:53:22,60.832598,61.618284
8/09/2015,8:53:22,62.429425,62.429425
8/09/2015,8:53:22,58.670449,59.90617
8/09/2015,8:53:22,57.725309,59.06513
8/09/2015,8:53:22,59.319179,59.319179
8/09/2015,8:53:22,58.361215,59.342362
8/09/2015,8:53:22,58.690615,60.550895
8/09/2015,8:53:23,58.76461,59.711871
8/09/2015,8:53:23,60.084983,60.261794
8/09/2015,8:53:23,58.023951,59.673125
8/09/2015,8:53:23,58.372695,58.905978
8/09/2015,8:53:23,57.481535,59.489356
8/09/2015,8:53:23,56.37682,58.908633
8/09/2015,8:53:23,56.68807,58.657049
8/09/2015,8:53:23,55.50534,56.73643
8/09/2015,8:53:24,59.005521,59.007322
8/09/2015,8:53:24,57.102106,57.43158
8/09/2015,8:53:24,57.477386,59.098987
8/09/2015,8:53:24,54.591134,57.973499
8/09/2015,8:53:24,55.348425,56.631815
8/09/2015,8:53:24,54.445226,60.016004
8/09/2015,8:53:24,56.500885,58.004282
8/09/2015,8:53:24,58.231117,58.231117
8/09/2015,8:53:24,57.753441,59.182683
8/09/2015,8:53:25,55.068077,56.873599
8/09/2015,8:53:25,57.473753,57.586372
8/09/2015,8:53:25,55.177937,56.978211
8/09/2015,8:53:25,57.212761,57.252269
8/09/2015,8:53:25,56.252363,57.704588
8/09/2015,8:53:25,55.219947,57.936205
8/09/2015,8:53:25,55.36102,56.76085
8/09/2015,8:53:25,55.886384,56.504758
8/09/2015,8:53:26,56.378031,56.534388
8/09/2015,8:53:26,55.911011,57.966744
8/09/2015,8:53:26,56.619415,59.136899
8/09/2015,8:53:26,56.833474,58.084241
8/09/2015,8:53:26,57.000329,57.000329
8/09/2015,8:53:26,54.206297,57.367851
8/09/2015,8:53:26,55.574943,56.423506
8/09/2015,8:53:26,59.025934,59.292982
8/09/2015,8:53:27,57.993787,58.19201
8/09/2015,8:53:27,58.527639,58.599793
8/09/2015,8:53:27,58.600903,59.125054
8/09/2015,8:53:27,59.525369,60.662988
8/09/2015,8:53:27,59.235849,60.769082
8/09/2015,8:53:27,55.675338,60.41485
8/09/2015,8:53:27,56.598322,57.162804
8/09/2015,8:53:27,56.765397,56.946535
8/09/2015,8:53:27,56.464589,56.464589
8/09/2015,8:53:28,61.501188,61.664875
8/09/2015,8:53:28,55.721427,58.304693
8/09/2015,8:53:28,55.5287,55.928045
8/09/2015,8:53:28,58.631636,59.169572
8/09/2015,8:53:28,57.455142,57.455142
8/09/2015,8:53:28,58.841693,58.844144
8/09/2015,8:53:28,55.837636,59.725882
8/09/2015,8:53:28,55.145792,58.84558
8/09/2015,8:53:29,54.337261,56.203463
8/09/2015,8:53:29,59.798121,60.096312
8/09/2015,8:53:29,53.232566,56.95282
8/09/2015,8:53:29,55.436269,57.469542
8/09/2015,8:53:29,57.796409,58.681188
8/09/2015,8:53:29,56.493189,56.493189
8/09/2015,8:53:29,59.498615,59.501084
8/09/2015,8:53:29,56.607771,56.862425
8/09/2015,8:53:29,55.900323,58.003574
8/09/2015,8:53:30,55.111462,56.696615
8/09/2015,8:53:30,59.885922,59.890157
8/09/2015,8:53:30,53.400293,57.584322
8/09/2015,8:53:30,58.289323,58.289323
8/09/2015,8:53:30,57.908363,58.207733
8/09/2015,8:53:30,59.887272,60.1856
8/09/2015,8:53:30,56.393071,58.92612
8/09/2015,8:53:30,56.007885,56.126113
8/09/2015,8:53:31,53.89462,60.418748
8/09/2015,8:53:31,56.938018,58.666019
8/09/2015,8:53:31,55.519912,56.693636
8/09/2015,8:53:31,56.781634,58.395989
8/09/2015,8:53:31,54.882251,55.915955
8/09/2015,8:53:31,56.598396,57.547737
8/09/2015,8:53:31,57.356411,58.262747
8/09/2015,8:53:31,55.542077,55.951453
8/09/2015,8:53:31,57.779405,58.197362
8/09/2015,8:53:32,54.852496,59.222271
8/09/2015,8:53:32,54.660806,56.715018
8/09/2015,8:53:32,57.159584,57.444613
8/09/2015,8:53:32,54.211226,54.63058
8/09/2015,8:53:32,55.631055,59.027516
8/09/2015,8:53:32,56.698659,56.698659
8/09/2015,8:53:32,55.915355,59.390528
8/09/2015,8:53:32,57.609119,59.122993
8/09/2015,8:53:33,56.506123,59.685004
8/09/2015,8:53:33,55.428199,57.581058
8/09/2015,8:53:33,57.933615,57.933615
8/09/2015,8:53:33,57.516629,57.516629
8/09/2015,8:53:33,57.199684,57.873944
8/09/2015,8:53:33,58.964621,63.689592
8/09/2015,8:53:33,59.471858,62.361774
8/09/2015,8:53:33,60.352687,60.935801
8/09/2015,8:53:33,61.149262,61.528701
8/09/2015,8:53:34,58.54992,58.785071
8/09/2015,8:53:34,56.379951,56.760286
8/09/2015,8:53:34,57.927231,58.656867
8/09/2015,8:53:34,59.459757,59.537836
8/09/2015,8:53:34,57.565438,57.995842
8/09/2015,8:53:34,57.355779,57.735957
8/09/2015,8:53:34,59.759904,59.789333
8/09/2015,8:53:34,56.943775,59.172514
8/09/2015,8:53:34,56.990983,59.438858
8/09/2015,8:53:34,55.75443,59.673206
8/09/2015,8:53:35,56.878227,57.876402
8/09/2015,8:53:35,57.986847,58.127756
8/09/2015,8:53:35,58.494073,60.410846
8/09/2015,8:53:35,57.732884,58.087159
8/09/2015,8:53:35,58.369392,59.42092
8/09/2015,8:53:35,58.310044,58.777473
8/09/2015,8:53:35,57.740115,61.489095
8/09/2015,8:53:35,59.039638,59.431595
8/09/2015,8:53:35,58.564493,59.022508
8/09/2015,8:53:35,58.419959,58.565374
8/09/2015,8:53:36,58.741592,59.061847
8/09/2015,8:53:36,57.645482,59.412271
8/09/2015,8:53:36,58.388516,58.68801
8/09/2015,8:53:36,56.682998,59.071253
8/09/2015,8:53:36,61.124306,61.124306
8/09/2015,8:53:36,58.772336,59.952
8/09/2015,8:53:36,60.788081,60.788081
8/09/2015,8:53:36,59.44382,61.18942
8/09/2015,8:53:36,57.616076,57.743107
8/09/2015,8:53:37,55.833755,56.976632
8/09/2015,8:53:37,55.851458,57.653047
8/09/2015,8:53:37,54.043934,59.946105
8/09/2015,8:53:37,52.025212,58.050317
8/09/2015,8:53:37,53.842781,55.880541
8/09/2015,8:53:37,56.896786,56.919695
8/09/2015,8:53:37,55.172979,57.748017
8/09/2015,8:53:37,59.318894,60.059179
8/09/2015,8:53:37,63.438054,64.76003
8/09/2015,8:53:37,58.527861,58.548662
8/09/2015,8:53:38,52.214114,56.872313
8/09/2015,8:53:38,56.898983,56.990185
8/09/2015,8:53:38,55.908477,57.390861
8/09/2015,8:53:38,54.358065,57.752672
8/09/2015,8:53:38,50.622865,55.884084
8/09/2015,8:53:38,52.647855,53.427304
8/09/2015,8:53:38,55.994949,56.455286
8/09/2015,8:53:38,56.632697,62.993307
8/09/2015,8:53:38,59.979528,60.809999
8/09/2015,8:53:39,54.98146,58.361964
8/09/2015,8:53:39,56.472379,56.475932
8/09/2015,8:53:39,59.779453,60.239951
8/09/2015,8:53:39,58.156826,58.895584
8/09/2015,8:53:39,55.449619,60.294303
8/09/2015,8:53:39,52.510463,53.489953
8/09/2015,8:53:39,57.362599,58.070797
8/09/2015,8:53:39,57.927952,59.761532
8/09/2015,8:53:39,54.392795,59.017343
8/09/2015,8:53:39,55.473497,62.564685
8/09/2015,8:53:40,51.947239,53.45472
8/09/2015,8:53:40,49.443304,53.068837
8/09/2015,8:53:40,55.031961,55.93812
8/09/2015,8:53:40,56.609759,63.171112
8/09/2015,8:53:40,52.63063,58.255868
8/09/2015,8:53:40,51.390815,57.621538
8/09/2015,8:53:40,53.647962,55.105791
8/09/2015,8:53:40,56.511062,56.906073
8/09/2015,8:53:40,54.825218,58.665405
8/09/2015,8:53:41,54.500524,65.749631
8/09/2015,8:53:41,55.435412,56.591033
8/09/2015,8:53:41,51.889748,59.213241
8/09/2015,8:53:41,55.043564,55.043564
8/09/2015,8:53:41,58.391904,60.558572
8/09/2015,8:53:41,60.100423,69.176541
8/09/2015,8:53:41,56.519316,59.47847
8/09/2015,8:53:41,57.830708,59.217922
8/09/2015,8:53:41,62.889938,63.439551
8/09/2015,8:53:41,54.014969,63.782307
8/09/2015,8:53:42,54.130633,73.33684
8/09/2015,8:53:42,52.265536,64.484023
8/09/2015,8:53:42,53.694272,56.060575
8/09/2015,8:53:42,53.949576,54.113106
8/09/2015,8:53:42,57.576648,57.723866
8/09/2015,8:53:42,57.597708,60.70071
8/09/2015,8:53:42,63.053428,65.996961
8/09/2015,8:53:42,57.410443,59.863023
8/09/2015,8:53:42,58.522395,64.421947
8/09/2015,8:53:43,56.445911,57.319148
8/09/2015,8:53:43,58.852748,71.591177
8/09/2015,8:53:43,62.215358,62.552066
8/09/2015,8:53:43,52.370689,54.630903
8/09/2015,8:53:43,57.621838,57.838412
8/09/2015,8:53:43,57.901241,62.548254
8/09/2015,8:53:43,54.572735,66.376844
8/09/2015,8:53:43,53.088785,62.282798
8/09/2015,8:53:43,56.400175,68.862927
8/09/2015,8:53:43,57.571496,57.591075
8/09/2015,8:53:44,53.125164,69.749355
8/09/2015,8:53:44,64.000264,64.145973
8/09/2015,8:53:44,53.78845,57.413472
8/09/2015,8:53:44,66.23804,66.432705
8/09/2015,8:53:44,57.755859,62.641151
8/09/2015,8:53:44,54.031009,64.784361
8/09/2015,8:53:44,56.98341,59.347338
8/09/2015,8:53:44,62.604554,68.763541
8/09/2015,8:53:44,60.247828,60.272674
8/09/2015,8:53:45,55.542643,70.951421
8/09/2015,8:53:45,52.375783,60.166558
8/09/2015,8:53:45,51.081821,56.143399
8/09/2015,8:53:45,58.010004,58.301196
8/09/2015,8:53:45,55.50429,61.0393
8/09/2015,8:53:45,56.109312,66.828859
8/09/2015,8:53:45,55.037096,59.675627
8/09/2015,8:53:45,60.819563,67.589246
8/09/2015,8:53:45,59.425066,59.425066
8/09/2015,8:53:45,52.448018,74.697191
8/09/2015,8:53:46,55.246187,62.024683
8/09/2015,8:53:46,53.850877,54.551104
8/09/2015,8:53:46,55.279395,55.992886
8/09/2015,8:53:46,55.812608,59.211787
8/09/2015,8:53:46,56.274777,68.170068
8/09/2015,8:53:46,68.670583,70.634418
8/09/2015,8:53:46,53.716546,55.068447
8/09/2015,8:53:46,75.556562,76.300871
8/09/2015,8:53:47,61.143096,61.330604
8/09/2015,8:53:47,53.89962,54.019813
8/09/2015,8:53:47,61.042114,61.042114
8/09/2015,8:53:47,59.617015,66.87435
8/09/2015,8:53:47,64.945876,67.031034
8/09/2015,8:53:47,51.97031,62.854833
8/09/2015,8:53:47,52.840933,69.612494
8/09/2015,8:53:47,54.394491,56.297395
8/09/2015,8:53:47,53.940751,69.138848
8/09/2015,8:53:48,53.711048,58.659125
8/09/2015,8:53:48,53.795526,54.00695
8/09/2015,8:53:48,64.354177,64.386611
8/09/2015,8:53:48,59.273761,63.983458
8/09/2015,8:53:48,57.753886,64.812871
8/09/2015,8:53:48,65.025857,70.792786
8/09/2015,8:53:48,53.663741,55.272913
8/09/2015,8:53:48,60.075794,73.36368
8/09/2015,8:53:48,61.079873,61.733696
8/09/2015,8:53:49,54.342979,56.264827
8/09/2015,8:53:49,56.720733,58.121065
8/09/2015,8:53:49,57.181386,62.493683
8/09/2015,8:53:49,60.076677,66.766101
8/09/2015,8:53:49,70.339758,70.79777
8/09/2015,8:53:49,54.305356,58.233832
8/09/2015,8:53:49,68.206822,71.727322
8/09/2015,8:53:49,54.347558,65.259174
8/09/2015,8:53:50,56.027528,56.364329
8/09/2015,8:53:50,55.674371,55.674371
8/09/2015,8:53:50,54.935464,62.202527
8/09/2015,8:53:50,58.728843,63.779226
8/09/2015,8:53:50,57.872162,60.598428
8/09/2015,8:53:50,54.304493,67.556944
8/09/2015,8:53:50,67.977312,71.504833
8/09/2015,8:53:50,64.927503,67.285195
8/09/2015,8:53:51,58.564402,62.074041
8/09/2015,8:53:51,60.325308,60.511115
8/09/2015,8:53:51,57.885143,57.94133
8/09/2015,8:53:51,58.16363,65.809487
8/09/2015,8:53:51,57.445192,60.586843
8/09/2015,8:53:51,56.041332,69.839267
8/09/2015,8:53:51,57.822819,60.48178
8/09/2015,8:53:51,57.318065,69.763254
8/09/2015,8:53:51,53.480837,66.967541
8/09/2015,8:53:52,52.708008,59.603563
8/09/2015,8:53:52,58.35794,58.35794
8/09/2015,8:53:52,59.010645,61.355959
8/09/2015,8:53:52,63.169742,66.597461
8/09/2015,8:53:52,68.765398,71.464985
8/09/2015,8:53:52,59.095392,59.095392
8/09/2015,8:53:52,74.417756,74.417756
8/09/2015,8:53:52,63.194557,69.379745
8/09/2015,8:53:52,54.619424,58.280123
8/09/2015,8:53:53,62.419222,63.679231
8/09/2015,8:53:53,60.844679,67.928333
8/09/2015,8:53:53,63.261844,67.00809
8/09/2015,8:53:53,64.792581,65.3773
8/09/2015,8:53:53,63.35062,63.582905
8/09/2015,8:53:53,53.923546,58.311051
8/09/2015,8:53:53,62.456113,63.696598
8/09/2015,8:53:53,59.736848,72.399439
8/09/2015,8:53:53,61.183056,61.305324
8/09/2015,8:53:54,55.165436,63.197109
8/09/2015,8:53:54,61.728247,61.768463
8/09/2015,8:53:54,57.233577,61.165481
8/09/2015,8:53:54,60.882371,64.98547
8/09/2015,8:53:54,57.491662,59.162283
8/09/2015,8:53:54,61.626529,66.983873
8/09/2015,8:53:54,56.58756,57.068495
8/09/2015,8:53:54,54.399499,68.550048
8/09/2015,8:53:54,61.542416,61.542416
8/09/2015,8:53:54,55.830914,61.726508
8/09/2015,8:53:55,62.042224,67.465147
8/09/2015,8:53:55,60.436597,60.67261
8/09/2015,8:53:55,56.850564,64.136467
8/09/2015,8:53:55,60.719809,63.413079
8/09/2015,8:53:55,56.638392,72.418941
8/09/2015,8:53:55,61.300679,61.438812
8/09/2015,8:53:55,57.187964,63.907578
8/09/2015,8:53:55,58.18176,58.185362
8/09/2015,8:53:55,55.836284,59.166443
8/09/2015,8:53:56,56.823246,61.270133
8/09/2015,8:53:56,60.674889,61.622234
8/09/2015,8:53:56,59.650682,65.84865
8/09/2015,8:53:56,63.233679,63.233679
8/09/2015,8:53:56,56.827086,74.147661
8/09/2015,8:53:56,70.946577,70.946577
8/09/2015,8:53:56,55.922408,60.828861
8/09/2015,8:53:56,56.273663,59.623062
8/09/2015,8:53:56,59.838188,59.838188
8/09/2015,8:53:57,61.391448,62.306946
8/09/2015,8:53:57,56.578366,57.739418
8/09/2015,8:53:57,59.823633,66.476104
8/09/2015,8:53:57,57.052235,59.873607
8/09/2015,8:53:57,54.91676,72.622399
8/09/2015,8:53:57,55.402881,56.952998
8/09/2015,8:53:57,57.783247,75.107758
8/09/2015,8:53:57,57.766854,59.907896
8/09/2015,8:53:57,53.48453,57.277895
8/09/2015,8:53:58,62.170652,62.170652
8/09/2015,8:53:58,59.148575,66.305059
8/09/2015,8:53:58,61.226582,63.19732
8/09/2015,8:53:58,58.738102,59.029851
8/09/2015,8:53:58,55.357854,70.248983
8/09/2015,8:53:58,54.339588,56.556841
8/09/2015,8:53:58,56.661618,71.988
8/09/2015,8:53:58,61.040649,61.040649
8/09/2015,8:53:58,61.033149,64.618108
8/09/2015,8:53:58,60.981594,61.060895
8/09/2015,8:53:59,57.527628,60.937879
8/09/2015,8:53:59,67.295825,67.910147
8/09/2015,8:53:59,58.53736,61.164124
8/09/2015,8:53:59,68.004362,72.722855
8/09/2015,8:53:59,57.096176,58.280444
8/09/2015,8:53:59,57.556058,73.034142
8/09/2015,8:53:59,59.147257,61.728943
8/09/2015,8:53:59,59.821982,66.261752
8/09/2015,8:53:59,61.488104,61.970495
8/09/2015,8:54:00,59.105299,64.77503
8/09/2015,8:54:00,64.416591,64.615866
8/09/2015,8:54:00,59.838407,63.027313
8/09/2015,8:54:00,62.262296,73.698729
8/09/2015,8:54:00,56.409302,58.747172
8/09/2015,8:54:00,58.620971,75.863958
8/09/2015,8:54:00,57.671187,58.969088
8/09/2015,8:54:00,57.309951,69.97111
8/09/2015,8:54:00,58.750561,60.80448
8/09/2015,8:54:00,57.403865,63.701179
8/09/2015,8:54:01,66.030383,66.551424
8/09/2015,8:54:01,58.159732,59.621499
8/09/2015,8:54:01,69.827814,71.266559
8/09/2015,8:54:01,58.551216,59.220431
8/09/2015,8:54:01,72.56205,73.900461
8/09/2015,8:54:01,57.197984,59.693141
8/09/2015,8:54:01,54.390121,60.13289
8/09/2015,8:54:01,58.999384,60.3412
8/09/2015,8:54:01,61.183051,64.251694
8/09/2015,8:54:02,63.176149,66.540162
8/09/2015,8:54:02,60.183764,62.573194
8/09/2015,8:54:02,61.97888,64.365832
8/09/2015,8:54:02,58.084363,72.113331
8/09/2015,8:54:02,65.321103,70.398866
8/09/2015,8:54:02,57.828349,58.666196
8/09/2015,8:54:02,57.629114,61.402868
8/09/2015,8:54:02,61.269447,61.395813
8/09/2015,8:54:02,69.468904,70.342088
8/09/2015,8:54:02,56.011627,64.437625
8/09/2015,8:54:03,64.473049,65.251439
8/09/2015,8:54:03,68.681276,68.681276
8/09/2015,8:54:03,57.457544,72.712043
8/09/2015,8:54:03,69.944099,69.944099
8/09/2015,8:54:03,59.329522,73.759976
8/09/2015,8:54:03,66.929266,69.540556
8/09/2015,8:54:03,59.162994,59.234776
8/09/2015,8:54:03,61.271181,61.451381
8/09/2015,8:54:03,58.882561,60.045455
8/09/2015,8:54:04,61.340989,61.662006
8/09/2015,8:54:04,64.978389,64.978389
8/09/2015,8:54:04,59.791822,72.611455
8/09/2015,8:54:04,71.846961,71.846961
8/09/2015,8:54:04,59.026132,64.202436
8/09/2015,8:54:04,60.22756,64.547613
8/09/2015,8:54:04,62.45666,63.94326
8/09/2015,8:54:04,60.916819,62.045966
8/09/2015,8:54:04,59.370659,65.245064
8/09/2015,8:54:05,66.677609,66.928791
8/09/2015,8:54:05,61.172819,72.722596
8/09/2015,8:54:05,69.582928,69.582928
8/09/2015,8:54:05,61.933077,67.025782
8/09/2015,8:54:05,62.289087,64.768914
8/09/2015,8:54:05,60.409681,61.621883
8/09/2015,8:54:05,59.032169,64.738687
8/09/2015,8:54:05,62.732492,63.653456
8/09/2015,8:54:06,66.43026,67.377719
8/09/2015,8:54:06,68.246412,71.185686
8/09/2015,8:54:06,61.043107,63.188239
8/09/2015,8:54:06,73.760471,74.141695
8/09/2015,8:54:06,61.694819,64.537987
8/09/2015,8:54:06,60.650643,68.362055
8/09/2015,8:54:06,60.031962,61.200141
8/09/2015,8:54:06,63.5416,63.819826
8/09/2015,8:54:06,62.800435,62.829823
8/09/2015,8:54:06,62.38386,62.517189
8/09/2015,8:54:07,70.916394,70.917972
8/09/2015,8:54:07,65.841116,67.330613
8/09/2015,8:54:07,75.005561,75.279404
8/09/2015,8:54:07,59.490546,64.574287
8/09/2015,8:54:07,68.075656,68.216491
8/09/2015,8:54:07,68.767745,69.981389
8/09/2015,8:54:07,62.166114,65.434532
8/09/2015,8:54:07,71.803405,71.803405
8/09/2015,8:54:08,65.640216,69.258671
8/09/2015,8:54:08,63.929297,68.993796
8/09/2015,8:54:08,73.185031,73.450328
8/09/2015,8:54:08,58.355948,60.997706
8/09/2015,8:54:08,59.549343,64.185124
8/09/2015,8:54:08,59.941289,59.941545
8/09/2015,8:54:08,64.057368,65.316474
8/09/2015,8:54:08,60.252037,67.216941
8/09/2015,8:54:08,62.397769,64.098512
8/09/2015,8:54:09,69.914455,70.471205
8/09/2015,8:54:09,58.347028,60.546154
8/09/2015,8:54:09,67.382696,70.38892
8/09/2015,8:54:09,62.332101,62.391306
8/09/2015,8:54:09,59.873307,60.241603
8/09/2015,8:54:09,60.285246,60.285246
8/09/2015,8:54:09,60.808204,63.61802
8/09/2015,8:54:09,60.250238,62.242092
8/09/2015,8:54:09,59.978281,62.260884
8/09/2015,8:54:10,58.513392,69.924468
8/09/2015,8:54:10,69.707973,69.708504
8/09/2015,8:54:10,58.215305,71.429532
8/09/2015,8:54:10,56.107039,64.083928
8/09/2015,8:54:10,57.464788,60.408413
8/09/2015,8:54:10,64.201433,64.726747
8/09/2015,8:54:10,62.101335,62.979847
8/09/2015,8:54:10,59.749248,62.960072
8/09/2015,8:54:11,59.908262,60.407336
8/09/2015,8:54:11,62.870772,62.870772
8/09/2015,8:54:11,56.972133,72.547603
8/09/2015,8:54:11,61.7576,64.691577
8/09/2015,8:54:11,61.522561,63.464056
8/09/2015,8:54:11,59.766207,62.678324
8/09/2015,8:54:11,62.171623,64.848075
8/09/2015,8:54:11,59.680164,62.752937
8/09/2015,8:54:11,57.32157,62.389477
8/09/2015,8:54:12,60.844861,67.092515
8/09/2015,8:54:12,60.473459,60.735518
8/09/2015,8:54:12,60.663397,73.842462
8/09/2015,8:54:12,55.062557,65.307969
8/09/2015,8:54:12,58.795922,59.018481
8/09/2015,8:54:12,61.275254,62.369545
8/09/2015,8:54:12,56.635352,62.921296
8/09/2015,8:54:12,63.228322,63.81845
8/09/2015,8:54:12,60.003306,60.25344
