Date	Pest	Species	Lifestage	SLS	Fruit	BBB	Assessed	Temperature	Efnom	Efpc	CO2	Duration	Sample	Unhatched	Live_Hatched	Dead	Moribund	Total
20/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% continuous	1.92	21.1	3	1		8	148	7	163
20/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	Control continuous	0	0	3	1		205	2	0	207
20/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	Control continuous	0	0	3	2		291	36	0	327
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	Control TU 50%	0	0	3	1		239	9	0	248
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	Control TU 50%	0	0	3	2		258	11	0	269
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	Control TU 50%	0	0	3	3		282	18	0	300
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 50%	1.56	19.2	3	1		124	62	6	192
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 50%	1.56	19.2	3	2		175	117	10	302
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 50%	1.56	19.2	3	3		98	155	0	253
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 50%	1.56	19.2	3	4		260	170	0	430
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 50%	1.56	19.2	3	5		210	80	4	294
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 50%	1.56	19.2	3	6		186	81	11	278
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 50%	1.56	19.2	3	7		328	108	4	440
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 50%	1.56	19.2	3	8		203	64	1	268
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 50%	1.56	19.2	3	9		288	138	0	426
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	Control TU 75%	0	0	3	1		157	4	0	161
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	Control TU 75%	0	0	3	2		397	12	0	409
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	Control TU 75%	0	0	3	3		350	3	0	353
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 75%	1.8	22.8	3	1		215	47	4	266
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 75%	1.8	22.8	3	2		219	64	19	302
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 75%	1.8	22.8	3	3		186	179	5	370
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 75%	1.8	22.8	3	4		159	150	10	319
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 75%	1.8	22.8	3	5		117	158	5	280
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 75%	1.8	22.8	3	6		135	59	4	198
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 75%	1.8	22.8	3	7		159	213	3	375
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 75%	1.8	22.8	3	8		140	121	3	264
21/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box	2	5	2% TU 75%	1.8	22.8	3	9		178	176	12	366
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	Control single shot	0	0	3	1		220	9	0	229
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	Control single shot	0	0	3	2		230	11	0	241
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	2% single shot	1.05	12.5	3	2		335	48	1	384
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	2% single shot	1.05	12.5	3	3		433	43	0	476
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	2% single shot	1.05	12.5	3	8		394	38	0	432
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	2% single shot	1.05	12.5	3	9		230	38	0	268
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	Control single shot	0	0	3	3		507	10	0	517
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	2% single shot	1.05	12.5	3	1		255	74	0	329
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	2% single shot	1.05	12.5	3	4		277	46	0	323
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	2% single shot	1.05	12.5	3	5		230	67	0	297
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	2% single shot	1.05	12.5	3	6		246	45	0	291
23/04/2015	dTSM	diapausing two spotted mite	Adult	dTSM	Kiwifruit	box not forced	5	15	2% single shot	1.05	12.5	3	7		332	41	0	373
