Pest	Species	Lifestage	SLS	Assessed	Temperature	Efnom	Efpc	EF_CT	CO2	Duration	Rep	Unhatched	Live_Hatched	Dead	Moribund	Total	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1.67	1.47	4.41	12.4	3	3		0	10	0	10	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	control	0	0	0	1	1		95	21	0	116	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	control	0	0	0	1	1		4	14	0	18	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0	0	0	21.8	1	1		73	28	0	101	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0	0	0	21.8	1	1		4	12	0	16	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	control	0	0	0	1	2		87	49	0	136	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	control	0	0	0	1	2		5	17	0	22	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0	0	0	20.2	1	2		37	57	0	94	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0	0	0	20.2	1	2		3	13	0	16	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	control	0	0	0	1	3		21	32	0	53	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	control	0	0	0	1	3		5	9	0	14	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0	0	0	20.4	1	3		35	21	0	56	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0	0	0	20.4	1	3		5	6	0	11	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.1	0.084	0.084	1.04	1	1		8	98	0	106	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.3	0.224	0.224	2.6	1	1		8	105	0	113	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.3	0.224	0.224	2.6	1	1		0	39	0	39	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.5	0.43	0.43	4.1	1	1		4	0	90	94	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.5	0.43	0.43	4.1	1	1		0	0	12	12	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1	0.84	0.84	8.1	1	1		0	102	0	102	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1	0.84	0.84	8.1	1	1		0	24	0	24	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	2	1.67	1.67	14.8	1	1		1	66	0	67	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	2	1.67	1.67	14.8	1	1		0	13	0	13	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	3	2.26	2.26	22.5	1	1		0	78	0	78	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	3	2.26	2.26	22.5	1	1		0	24	0	24	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.1	0.06	0.06	1.28	1	2		23	64	0	87	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.1	0.06	0.06	1.28	1	2		4	7	0	11	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.3	0.21	0.21	3	1	2		2	69	0	71	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.3	0.21	0.21	3	1	2		0	7	0	7	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.5	0.44	0.44	4.6	1	2		2	56	0	58	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.5	0.44	0.44	4.6	1	2		0	19	0	19	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1	0.69	0.69	7.7	1	2		0	104	0	104	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1	0.69	0.69	7.7	1	2		0	11	0	11	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	2	1.48	1.48	14	1	2		0	49	0	49	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	2	1.48	1.48	14	1	2		0	7	0	7	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	3	2.12	2.12	20.8	1	2		2	48	0	50	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	3	2.12	2.12	20.8	1	2		0	10	0	10	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.1	0.06	0.06	0.59	1	3		40	58	0	98	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.1	0.06	0.06	0.59	1	3		0	8	0	8	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.3	0.23	0.23	2.4	1	3		1	45	0	46	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.3	0.23	0.23	2.4	1	3		0	7	0	7	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	0.5	0.41	0.41	4.3	1	3		0	45	0	45	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	0.5	0.41	0.41	4.3	1	3		0	6	0	6	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	1	0.88	0.88	8.1	1	3		0	58	0	58	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	1	0.88	0.88	8.1	1	3		0	11	0	11	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	2	1.71	1.71	14	1	3		1	52	0	53	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	2	1.71	1.71	14	1	3		0	9	0	9	
WFT	Western Flower thrips	Larva	WFT Larv	1	5	3	2.37	2.37	20.8	1	3		2	78	0	80	
WFT	Western Flower thrips	Adult	WFT Ad	1	5	3	2.37	2.37	20.8	1	3		0	8	0	8	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	control	0	0	0	1	1		31	66	0	97	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	control	0	0	0	1	1		4	14	0	18	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0	0	0	23	1	1		117	32	0	149	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0	0	0	23	1	1		1	3	0	4	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	control	0	0	0	1	2		74	18	0	92	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	control	0	0	0	1	2		1	10	0	11	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0	0	0	0.2	1	2		36	15	0	51	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0	0	0	20.2	1	2		2	2	0	4	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	control	0	0	0	1	3		48	18	0	66	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	control	0	0	0	1	3		4	10	0	14	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0	0	0	20.6	1	3		47	13	0	60	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0	0	0	20.6	1	3		1	10	0	11	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	2	1.79	1.79	15.4	1	1		0	12	0	12	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	2	1.79	1.79	15.4	1	1		0	94	0	94	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	3	2.51	2.51	23	1	1		0	118	0	118	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	3	2.51	2.51	23	1	1		0	27	0	27	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.5	0.46	0.46	4.2	1	1		9	78	0	87	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.5	0.46	0.46	4.2	1	1		0	8	0	8	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1	0.95	0.95	8.5	1	1		6	24	0	30	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1	0.95	0.95	8.5	1	1		0	13	0	13	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.3	0.26	0.26	2.45	1	1		2	61	0	63	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.3	0.26	0.26	2.45	1	1		0	3	0	3	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.1	0.09	0.09	1	1	1		48	21	0	69	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.1	0.09	0.09	1	1	1		0	6	0	6	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.1	0.07	0.07	0.93	1	2		62	14	0	76	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.1	0.07	0.07	0.93	1	2		0	5	0	5	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.3	0.21	0.21	2.9	1	2		2	32	0	34	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.3	0.21	0.21	2.9	1	2		0	4	0	4	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	2	1.59	1.59	14	1	2		0	72	0	72	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	2	1.59	1.59	14	1	2		0	11	0	11	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	3	2.28	2.28	21.2	1	2		0	169	0	169	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	3	2.28	2.28	21.2	1	2		0	9	0	9	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1	0.77	0.77	7.7	1	2		0	124	0	124	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1	0.77	0.77	7.7	1	2		0	15	0	15	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.5	0.46	0.46	4.55	1	2		5	138	0	143	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.5	0.46	0.46	4.55	1	2		0	20	0	20	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.5	0.43	0.43	4.05	1	3		0	73	0	73	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.5	0.43	0.43	4.05	1	3		0	17	0	17	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	1	0.93	0.93	7.8	1	3		3	148	0	151	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	1	0.93	0.93	7.8	1	3		0	36	0	36	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.1	0.06	0.06	0.51	1	3		25	19	0	44	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.1	0.06	0.06	0.51	1	3		0	9	0	9	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	0.3	0.24	0.24	3	1	3		4	87	0	91	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	0.3	0.24	0.24	3	1	3		0	16	0	16	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	2	1.86	1.86	14.8	1	3		0	94	0	94	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	2	1.86	1.86	14.8	1	3		0	32	0	32	
WFT	Western Flower thrips	Larva	WFT Larv	1	15	3	2.63	2.63	21.6	1	3		0	79	0	79	
WFT	Western Flower thrips	Adult	WFT Ad	1	15	3	2.63	2.63	21.6	1	3		0	15	0	15	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	control	0	0	0	2	1	65	162	0	0	227	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	control	0	0	0	2	2	64	158	0	0	222	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	control	0	0	0	2	3	34	76	0	0	110	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	18	2	1	27	127	0	0	154	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	17.3	2	2	24	119	0	0	143	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	16.6	2	3	67	148	0	0	215	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1	0.89	1.78	7.8	2	1	38	102	0	0	140	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1.5	1.35	2.7	11.6	2	1	74	70	0	0	144	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	2	1.71	3.42	14.6	2	1	217	74	0	0	291	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	2.5	2.03	4.06	18.2	2	1	202	25	0	0	227	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.25	0.22	0.44	2.2	2	1	38	44	0	0	82	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.5	0.44	0.88	4.3	2	1	41	105	0	0	146	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.25	0.19	0.38	2.6	2	2	32	238	0	0	270	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.5	0.56	1.12		2	2	63	147	0	0	210	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1	0.93	1.86		2	2	96	53	0	0	149	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1.5	1.11	2.22		2	2	99	54	0	0	153	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	2	1.54	3.08		2	2	171	51	0	0	222	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	2.5	1.89	3.78		2	2	101	4	0	0	105	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.25	0.22	0.44	1.2	2	3	30	172	0	0	202	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.5	0.42	0.84	4.3	2	3	37	4	0	0	41	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1	0.98	1.96	7.7	2	3	84	78	0	0	162	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1.5	1.38	2.76	11.2	2	3	83	55	0	0	138	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	2	1.77	3.54	14.2	2	3	127	38	0	0	165	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	2.5	2.08	4.16	17.2	2	3	171	2	0	0	173	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	control	0	0	0	2	1	7	229	0	0	236	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	control	0	0	0	2	2	69	157	0	0	226	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	control	0	0	0	2	3	83	149	0	0	232	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	19	2	1	12	34	0	0	46	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	18.8	2	2	73	104	0	0	177	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	18.6	2	3	82	166	0	0	248	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.25	0.21	0.42	2.45	2	1	169	84	0	0	253	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.5	0.45	0.9	4.2	2	1	97	130	0	0	227	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.92	1.84	8.4	2	1	79	153	0	0	232	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1.5	1.39	2.78	12.2	2	1	136	33	0	0	169	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.75	3.5	16	2	1	216	17	0	0	233	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	2.5	2.06	4.12	19.4	2	1	182	22	0	0	204	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.25	0.19	0.38	2.65	2	2	49	111	0	0	160	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.5	0.35	0.7	5.05	2	2	51	121	0	0	172	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.86	1.72	8.3	2	2	123	166	0	0	289	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1.5	1.1	2.2	11.8	2	2	150	45	0	0	195	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.48	2.96	15.2	2	2	155	5	0	0	160	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	2.5	1.77	3.54	19.2	2	2	114	0	0	0	114	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.93	1.86	7	2	3	63	61	0	0	124	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1.5	1.42	2.84	11	2	3	185	26	0	0	211	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.25	0.19	0.38	2.02	2	3	45	156	0	0	201	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.5	0.47	0.94	4.15	2	3	41	156	0	0	197	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.8	3.6	14.6	2	3	195	1	0	0	196	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	2.5	2.1	4.2	18.2	2	3	61	0	0	0	61	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	control	0	0	0	3	1	35	103	0	0	138	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	control	0	0	0	3	2	101	213	0	0	314	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	control	0	0	0	3	3	34	79	0	0	113	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	12.8	3	1	46	175	0	0	221	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	12	3	2	62	124	0	0	186	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	11.6	3	3	32	221	0	0	253	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1.33	1.16	3.47	10.2	3	1	69	55	0	0	124	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1.67	1.39	4.176	12.4	3	1	184	20	0	0	204	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1	0.90	2.705	8	3	1	132	196	0	0	328	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.67	0.59	1.77	5.4	3	1	68	161	0	0	229	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.17	0.15	0.45	2.2	3	1	76	104	0	0	180	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.33	0.28	0.852	2.75	3	1	73	132	0	0	205	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1.33	1.02	3.06	9.8	3	2	124	45	0	0	169	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1.67	1.27	3.81	12.2	3	2	252	69	0	0	321	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.67	0.56	1.68	5.6	3	2	97	154	0	0	251	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1	0.73	2.19	1.9	3	2	222	152	0	0	374	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.17	0.11	0.33	1.74	3	2	2	171	0	0	173	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.33	0.34	1.02	4.6	3	2	12	197	0	0	209	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.67	0.62	1.86	5.1	3	3	92	172	0	0	264	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1	0.92	2.755	7.2	3	3	157	119	0	0	276	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1.67	1.43	4.29	11.6	3	3	236	53	0	0	289	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1.33	1.16	3.48	9.2	3	3	267	46	0	0	313	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.17	0.11	0.336	1.72	3	3	47	91	0	0	138	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.33	0.26	0.792	3	3	3	57	192	0	0	249	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	control	0.00	0	0.00	3	1	71	71	0	0	142	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	control	0.00	0	0.00	3	2	89	221	0	0	310	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	control	0.00	0	0.00	3	3	152	208	0	0	360	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0	0.00	0	13.20	3	1	89	107	0	0	196	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0	0.00	0	12.20	3	2	89	112	0	0	201	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0	0.00	0	11.80	3	3	84	136	0	0	220	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1.33	1.18	3.54	10.3	3	1	198	0	0	0	198	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1.67	1.43	4.29	13.2	3	1	191	0	0	0	191	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.17	0.14	0.42	1.82	3	1	122	155	0	0	277	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.33	0.28	0.84	2.85	3	1	112	173	0	0	285	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.67	0.59	1.77	5.6	3	1	86	199	0	0	285	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.91	2.73	8.2	3	1	121	10	0	0	131	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1.33	1.05	3.15	10.6	3	2	162	3	0	0	165	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1.67	1.32	3.96	12.8	3	2	173	0	0	0	173	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.67	0.57	1.71	5.7	3	2	215	147	0	0	362	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.75	2.25	8.2	3	2	241	28	0	0	269	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.17	0.11	0.33	1.84	3	2	78	153	0	0	231	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.33	0.25	0.75	3.21	3	2	99	142	0	0	241	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.67	0.63	1.89	5.35	3	3	136	129	0	0	265	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.96	2.88	7.6	3	3	151	17	0	0	168	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.17	0.13	0.39	2.2	3	3	100	224	0	0	324	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.33	0.26	0.78	3.1	3	3	147	247	0	0	394	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1.33	1.27	3.81	9.3	3	3	372	0	0	0	372	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1.67	1.47	4.41	12.4	3	3	173	0	0	0	173	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	control	0	0	0	1	1	68	128	0	0	196	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	21.8	1	1	60	77	0	0	137	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	control	0	0	0	1	2	36	154	0	0	190	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	20.2	1	2	67	116	0	0	183	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	control	0	0	0	1	3	66	136	0	0	202	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0	0	0	20.4	1	3	44	147	0	0	191	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.1	0.084	0.084	1.04	1	1	110	95	0	0	205	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.3	0.224	0.224	2.6	1	1	105	117	0	0	222	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.5	0.43	0.43	4.1	1	1	55	138	0	0	193	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1	0.84	0.84	8.1	1	1	100	124	0	0	224	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	2	1.67	1.67	14.8	1	1	84	71	0	0	155	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	3	2.26	2.26	22.5	1	1	116	79	0	0	195	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.1	0.06	0.06	1.28	1	2	42	88	0	0	130	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.3	0.21	0.21	3	1	2	24	44	0	0	68	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.5	0.44	0.44	4.6	1	2	77	30	0	0	107	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1	0.69	0.69	7.7	1	2	110	63	0	0	173	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	2	1.48	1.48	14	1	2	95	87	0	0	182	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	3	2.12	2.12	20.8	1	2	55	98	0	0	153	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.1	0.06	0.06	0.59	1	3	38	156	0	0	194	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.3	0.23	0.23	2.4	1	3	58	102	0	0	160	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	0.5	0.41	0.41	4.3	1	3	40	104	0	0	144	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	1	0.88	0.88	8.1	1	3	87	34	0	0	121	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	2	1.71	1.71	14	1	3	69	84	0	0	153	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	5	3	2.37	2.37	20.8	1	3	106	37	0	0	143	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	control	0	0	0	1	1	57	100	0	0	157	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	23	1	1	67	106	0	0	173	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	control	0	0	0	1	2	71	102	0	0	173	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	20.2	1	2	71	69	0	0	140	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	control	0	0	0	1	3	73	105	0	0	178	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0	0	0	20.6	1	3	45	140	0	0	185	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.79	1.79	15.4	1	1	101	57	0	0	158	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	3	2.51	2.51	23	1	1	146	24	0	0	170	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.5	0.46	0.46	4.2	1	1	65	132	0	0	197	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.95	0.95	8.5	1	1	95	98	0	0	193	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.3	0.26	0.26	2.45	1	1	64	101	0	0	165	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.1	0.09	0.09	1	1	1	43	67	0	0	110	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.1	0.07	0.07	0.93	1	2	60	107	0	0	167	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.3	0.21	0.21	2.9	1	2	57	120	0	0	177	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.59	1.59	14	1	2	85	14	0	0	99	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	3	2.28	2.28	21.2	1	2	187	23	0	0	210	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.77	0.77	7.7	1	2	62	90	0	0	152	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.5	0.46	0.46	4.55	1	2	34	82	0	0	116	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.5	0.43	0.43	4.05	1	3	71	118	0	0	189	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	1	0.93	0.93	7.8	1	3	55	87	0	0	142	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.1	0.06	0.06	0.51	1	3	88	207	0	0	295	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	0.3	0.24	0.24	3	1	3	50	270	0	0	320	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	2	1.86	1.86	14.8	1	3	90	54	0	0	144	
LBAM	lightbrown apple moth	mid egg	LBAM ME	9	15	3	2.63	2.63	21.6	1	3	123	44	0	0	167	
