Date	Pest	Species	Lifestage	SLS	Fruit	Assessed	Temperature	Efnom	EfpcS	EfpcE	Efpc	CO2	Duration	Rep	Sample	Placement	Unhatched	Live_Hatched	Dead	Moribund	Total
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	3.05	1.48	2.265	24	2	5	29	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	3.05	1.48	2.265	24	2	5	30	Within apple		0	1	1	2
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	3.05	1.48	2.265	24	2	5	31	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	3.05	1.48	2.265	24	2	5	32	Within apple		1	2	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	3.05	1.48	2.265	24	2	5	33	Within apple		1	2	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	3.05	1.48	2.265	24	2	5	34	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	3.05	1.48	2.265	24	2	5	35	Within apple		0	2	0	2
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	3.05	1.48	2.265	24	2	5	1	In pot		0	46	1	47
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	1	Within apple		1	2	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	2	Within apple		1	2	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	3	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	4	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	5	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	6	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	7	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	8	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	9	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	10	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	11	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	12	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	13	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	14	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	15	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	16	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	17	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	18	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	19	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	20	Within apple		0	2	1	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	21	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	22	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	23	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	24	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	25	Within apple		0	2	1	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	26	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	27	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	28	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	29	Within apple		0	2	1	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	30	Within apple		0	2	1	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	31	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	32	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	33	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	34	Within apple		2	1	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	35	Within apple		0	3	0	3
3/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.97	0.95	1.96	23.5	3	5	1	In pot		0	49	0	49
3/06/2015	CM	Codling moth	eggs	CM eggs	Apples	9	15	Control	0	0	0	0	3	5		In vial	17	108			125
3/06/2015	CM	Codling moth	eggs	CM eggs	Apples	9	15	3	3.05	1.48	2.265	24	2	5		In vial	176	0			176
3/06/2015	CM	Codling moth	eggs	CM eggs	Apples	9	15	3	2.97	0.95	1.96	23.5	3	5		In vial	164	0			164
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	1	Within apple		1	0	0	1
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	2	Within apple		2	0	1	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	3	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	4	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	5	Within apple		2	1	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	6	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	7	Within apple		1	0	0	1
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	8	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	9	Within apple		2	0	1	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	10	Within apple		2	0	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	11	Within apple		2	0	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	12	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	13	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	14	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	15	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	16	Within apple		2	1	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	17	Within apple		2	1	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	18	Within apple		2	0	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	19	Within apple		2	0	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	20	Within apple		0	1	1	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	21	Within apple		1	0	0	1
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	22	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	23	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	24	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	25	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	26	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	27	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	28	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	29	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	30	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	31	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	32	Within apple		2	1	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	33	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	34	Within apple		1	2	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	35	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	36	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	37	Within apple		2	0	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	Control	0	0	0	0	3	6	1	In pot		43	0	0	43
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	1	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	2	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	3	Within apple		1	2	1	4
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	4	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	5	Within apple		0	2	1	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	6	Within apple		0	2	1	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	7	Within apple		1	1	1	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	8	Within apple		1	1	1	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	9	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	10	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	11	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	12	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	13	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	14	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	15	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	16	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	17	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	18	Within apple		0	2	1	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	19	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	20	Within apple		2	1	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	21	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	22	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	23	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	24	Within apple		1	1	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	25	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	26	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	27	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	28	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	29	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	30	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	31	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	32	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	33	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	34	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	35	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	36	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	37	Within apple		1	2	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.89	1.32	2.105	24.5	2	6	1	In pot		0	46	0	46
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	1	Within apple		1	1	1	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	2	Within apple		1	2	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	3	Within apple		1	2	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	4	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	5	Within apple		1	1	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	6	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	7	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	8	Within apple		2	1	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	9	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	10	Within apple		1	1	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	11	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	12	Within apple		2	1	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	13	Within apple		2	1	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	14	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	15	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	16	Within apple		1	1	1	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	17	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	18	Within apple		2	0	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	19	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	20	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	21	Within apple		2	1	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	22	Within apple		2	0	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	23	Within apple		3	0	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	24	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	25	Within apple		2	1	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	26	Within apple		0	3	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	27	Within apple		1	2	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	28	Within apple		0	1	0	1
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	29	Within apple		1	1	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	30	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	31	Within apple		2	1	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	32	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	33	Within apple		1	2	0	3
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	34	Within apple		2	0	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	35	Within apple		0	2	0	2
10/06/2015	CM	Codling moth	4-5	CM 5	Apples	1	15	3	2.81	0.72	1.765	24.5	3	6	1	In pot		0	42	0	42
10/06/2015	CM	Codling moth	eggs	CM eggs	Apples	9	15	Control	0	0	0	0	3	6		In vial	38	150			188
10/06/2015	CM	Codling moth	eggs	CM eggs	Apples	9	15	3	2.89	1.32	2.105	24.5	2	6		In vial	125	0			125
10/06/2015	CM	Codling moth	eggs	CM eggs	Apples	9	15	3	2.81	0.72	1.765	24.5	3	6		In vial	249	0			249
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1		In pot		41	1	0	42
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	CO2 Control	0	0	0	28.46	2	1		In pot		45	4	0	49
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	0.9	0.955	0.52	0.7375	9.475	2	1		In pot		6	41	1	48
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	1.2	1.22	0.745	0.9825	12.41	2	1		In pot		0	47	0	47
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	1.5	1.33	0.915	1.1225	15.36	2	1		In pot		0	53	0	53
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	2.0	2	1.25	1.625	19.845	2	1		In pot		0	49	0	49
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	2.5	2.6	1.76	2.18	23.715	2	1		In pot		0	49	0	49
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	3.0	3.05	1.8	2.425	27.11	2	1		In pot		0	46	0	46
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	2		In pot		38	5	0	43
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	CO2 Control	0	0	0	20.415	2	2		In pot		46	0	0	46
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	0.9	0.955	0.52	0.7375	10.305	2	2		In pot		5	44	0	49
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	1.2	1.22	0.745	0.9825	13.095	2	2		In pot		1	49	0	50
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	1.5	1.33	0.915	1.1225	16.45	2	2		In pot		0	47	0	47
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	2.0	2	1.25	1.625	18.71	2	2		In pot		0	47	0	47
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	2.5	2.6	1.76	2.18	23.945	2	2		In pot		0	48	0	48
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	3.0	3.05	1.8	2.425	27.28	2	2		In pot		0	45	0	45
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	3		In pot		48	1	0	49
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	CO2 Control	0	0	0	28.655	2	3		In pot		41	3	0	44
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	0.9	0.955	0.52	0.7375	10.04	2	3		In pot		0	47	0	47
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	1.2	1.22	0.745	0.9825	12.555	2	3		In pot		2	47	0	49
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	1.5	1.33	0.915	1.1225	15.02	2	3		In pot		0	45	0	45
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	2.0	2	1.25	1.625	19.72	2	3		In pot		0	43	0	43
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	2.5	2.6	1.76	2.18	20.115	2	3		In pot		0	51	0	51
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	3.0	3.05	1.8	2.425	26.575	2	3		In pot		0	46	0	46
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	4		In pot		33	7	0	40
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	CO2 Control	0	0	0	23.215	2	4		In pot		47	6	0	53
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	0.9	0.955	0.52	0.7375	9.775	2	4		In pot		2	41	0	43
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	1.2	1.22	0.745	0.9825	12.835	2	4		In pot		1	49	0	50
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	1.5	1.33	0.915	1.1225	15.645	2	4		In pot		0	47	0	47
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	2.0	2	1.25	1.625	19.88	2	4		In pot		0	53	0	53
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	2.5	2.6	1.76	2.18	23.72	2	4		In pot		0	41	0	41
10/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	3.0	3.05	1.8	2.425	25.395	2	4		In pot		0	46	0	46
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1	1	Within apple		1	0	0	1
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1	2	Within apple		1	0	0	1
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1	4	Within apple		1	0	0	1
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1	5	Within apple		1	0	0	1
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1	7	Within apple		0	1	0	1
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1	8	Within apple		1	0	0	1
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1	9	Within apple		1	0	0	1
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1	12	Within apple		0	1	0	1
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1	14	Within apple		0	1	0	1
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1	15	Within apple		2	0	0	2
9/10/2014	CM	Codling moth	5	CM5	Apples Dose	1	15	Control	0	0	0	0	2	1	16	Within apple		1	0	0	1
