Species	Lifestage	Efg	Efppm	CO2	Fruit	Rep	Duration	Live	Dead	Moribund	Total
San Jose Scale	3* mature	0	0	5.54	N	2	1	70	5	0	75
San Jose Scale	Crawler	0.2	0.12	1.74	N	2	1	0	0	0	0
San Jose Scale	1*	0.2	0.12	1.74	N	2	1	0	114	0	114
San Jose Scale	2* female	0.2	0.12	1.74	N	2	1	4	135	1	140
San Jose Scale	2* male	0.2	0.12	1.74	N	2	1	0	50	0	50
San Jose Scale	3*	0.2	0.12	1.74	N	2	1	34	81	8	123
San Jose Scale	3* mature	0.2	0.12	1.74	N	2	1	0	0	0	0
San Jose Scale	Crawler	0.3	0.16	1.56	N	2	1	0	43	0	43
San Jose Scale	1*	0.3	0.16	1.56	N	2	1	0	23	0	23
San Jose Scale	2* female	0.3	0.16	1.56	N	2	1	8	54	0	62
San Jose Scale	2* male	0.3	0.16	1.56	N	2	1	0	49	0	49
San Jose Scale	3*	0.3	0.16	1.56	N	2	1	48	8	0	56
San Jose Scale	3* mature	0.3	0.16	1.56	N	2	1	19	2	2	23
San Jose Scale	Crawler	0.4	0.3	2.24	N	2	1	0	101	0	101
San Jose Scale	1*	0.4	0.3	2.24	N	2	1	0	103	0	103
San Jose Scale	2* female	0.4	0.3	2.24	N	2	1	0	101	0	101
San Jose Scale	2* male	0.4	0.3	2.24	N	2	1	0	82	0	82
San Jose Scale	3*	0.4	0.3	2.24	N	2	1	0	83	8	91
San Jose Scale	3* mature	0.4	0.3	2.24	N	2	1	0	103	0	103
San Jose Scale	Crawler	0.6	0.43	5.34	N	2	1	0	0	0	0
San Jose Scale	1*	0.6	0.43	5.34	N	2	1	0	65	0	65
San Jose Scale	2* female	0.6	0.43	5.34	N	2	1	0	101	1	102
San Jose Scale	2* male	0.6	0.43	5.34	N	2	1	0	20	0	20
San Jose Scale	3*	0.6	0.43	5.34	N	2	1	0	102	6	108
San Jose Scale	3* mature	0.6	0.43	5.34	N	2	1	0	13	0	13
San Jose Scale	Crawler	Control			N	3	1	1	108	0	109
San Jose Scale	1*	Control			N	3	1	22	21	0	43
San Jose Scale	2* female	Control			N	3	1	53	14	0	67
San Jose Scale	2* male	Control			N	3	1	26	42	0	68
San Jose Scale	3*	Control			N	3	1	91	11	0	102
San Jose Scale	3* mature	Control			N	3	1	45	9	0	54
San Jose Scale	Crawler	0	0		N	3	1	93	11	0	104
San Jose Scale	1*	0	0		N	3	1	105	1	0	106
San Jose Scale	2* female	0	0		N	3	1	37	3	0	40
San Jose Scale	2* male	0	0		N	3	1	24	1	0	25
San Jose Scale	3*	0	0		N	3	1	24	1	0	25
San Jose Scale	3* mature	0	0		N	3	1	22	5	6	33
San Jose Scale	Crawler	0.2	0.1	1.01	N	3	1	20	10	0	30
San Jose Scale	1*	0.2	0.1	1.01	N	3	1	53	48	0	101
San Jose Scale	2* female	0.2	0.1	1.01	N	3	1	13	90	0	103
San Jose Scale	2* male	0.2	0.1	1.01	N	3	1	2	30	0	32
San Jose Scale	3*	0.2	0.1	1.01	N	3	1	78	36	8	122
San Jose Scale	3* mature	0.2	0.1	1.01	N	3	1	22	1	0	23
San Jose Scale	Crawler	0.3	0.2	2.77	N	3	1	1	108	0	109
San Jose Scale	1*	0.3	0.2	2.77	N	3	1	12	90	0	102
San Jose Scale	2* female	0.3	0.2	2.77	N	3	1	19	60	0	79
San Jose Scale	2* male	0.3	0.2	2.77	N	3	1	4	97	0	101
San Jose Scale	3*	0.3	0.2	2.77	N	3	1	48	59	0	107
San Jose Scale	3* mature	0.3	0.2	2.77	N	3	1	56	11	0	67
San Jose Scale	Crawler	0.4	0.32	3.62	N	3	1	0	0	0	0
San Jose Scale	1*	0.4	0.32	3.62	N	3	1	18	86	0	104
San Jose Scale	2* female	0.4	0.32	3.62	N	3	1	2	55	0	57
San Jose Scale	2* male	0.4	0.32	3.62	N	3	1	0	8	0	8
San Jose Scale	3*	0.4	0.32	3.62	N	3	1	45	55	0	100
San Jose Scale	3* mature	0.4	0.32	3.62	N	3	1	45	9	2	56
San Jose Scale	Crawler	0.6	0.36	4.95	N	3	1	4	101	0	105
San Jose Scale	1*	0.6	0.36	4.95	N	3	1	0	102	0	102
San Jose Scale	2* female	0.6	0.36	4.95	N	3	1	0	100	0	100
San Jose Scale	2* male	0.6	0.36	4.95	N	3	1	0	104	0	104
San Jose Scale	3*	0.6	0.36	4.95	N	3	1	0	96	4	100
San Jose Scale	3* mature	0.6	0.36	4.95	N	3	1	0	87	17	104
