Pest	Species	Lifestage	SLS	LS Assessed	Assessed	Temperature	Efnom	Efpc	CO2	Duration	Rep	Unhatched	Live_Hatched	Dead	Moribund	Total
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	1.67	1.27	12.2	3	2	252	69			321
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.67	0.56	5.6	3	2	97	154			251
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	1	0.73	1.9	3	2	222	152			374
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.17	0.11	1.74	3	2	2	171			173
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.33	0.34	4.6	3	2	12	197			209
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.67	0.62	5.1	3	3	92	172			264
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	1	0.92	7.2	3	3	157	119			276
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	1.67	1.43	11.6	3	3	236	53			289
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	1.33	1.16	9.2	3	3	267	46			313
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.17	0.11	1.72	3	3	47	91			138
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.33	0.26	3	3	3	57	192			249
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	control	0.00	0.00	3	1	86	199			285
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	control	0.00	0.00	3	2	89	221			310
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	control	0.00	0.00	3	3	152	208			360
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0	0.00	13.20	3	1	89	107			196
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0	0.00	12.20	3	2	89	112			201
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0	0.00	11.80	3	3	84	136			220
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1.33	1.18	10.3	3	1	198	0			198
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1.67	1.43	13.2	3	1	191	0			191
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.17	0.14	1.82	3	1	122	155			277
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.33	0.28	0.285	3	1	112	173			285
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.67	0.59	5.6	3	1	71	71			142
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1	0.91	8.2	3	1	121	10			131
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1.33	1.05	10.6	3	2	162	3			165
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1.67	1.32	12.8	3	2	173	0			173
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.67	0.57	5.7	3	2	215	147			362
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1	0.75	8.2	3	2	241	28			269
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.17	0.11	1.84	3	2	78	153			231
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.33	0.25	3.21	3	2	99	142			241
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.67	0.63	5.35	3	3	136	129			265
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1	0.96	7.6	3	3	151	17			168
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.17	0.13	2.2	3	3	100	224			324
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.33	0.26	3.1	3	3	147	247			394
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1.33	1.27	9.3	3	3	372	0			372
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1.67	1.47	12.4	3	3	173	0			173
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	control	0	0	1	1	68	128			196
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0	0	21.8	1	1	60	77			137
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	control	0	0	1	2	36	154			190
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0	0	20.2	1	2	67	116			183
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	control	0	0	1	3	66	136			202
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0	0	20.4	1	3	44	147			191
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.1	0.084	1.04	1	1	55	138			193
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.3	0.224	2.6	1	1	100	124			224
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.5	0.43	4.1	1	1	105	117			222
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	1	0.84	8.1	1	1	110	95			205
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	2	1.67	14.8	1	1	84	71			155
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	3	2.26	22.5	1	1	116	79			195
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.1	0.06	1.28	1	2	42	88			130
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.3	0.21	3	1	2	24	44			68
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.5	0.44	4.6	1	2	55	98			153
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	1	0.69	7.7	1	2	110	63			173
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	2	1.48	14	1	2	95	87			182
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	3	2.12	20.8	1	2	77	30			107
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.1	0.06	0.59	1	3	38	156			194
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.3	0.23	2.4	1	3	40	104			144
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	0.5	0.41	4.3	1	3	58	102			160
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	1	0.88	8.1	1	3	69	84			153
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	2	1.71	14	1	3	87	34			121
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	5	3	2.37	20.8	1	3	106	37			143
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	control	0	0	1	1	57	100			157
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0	0	23	1	1	67	106			173
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	control	0	0	1	2	71	102			173
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0	0	20.2	1	2	71	69			140
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	control	0	0	1	3	73	105			178
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0	0	20.6	1	3	45	140			185
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	2	1.79	15.4	1	1	101	57			158
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	3	2.51	23	1	1	146	24			170
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.5	0.46	4.2	1	1	65	132			197
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1	0.95	8.5	1	1	95	98			193
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.3	0.26	2.45	1	1	64	101			165
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.1	0.09	1	1	1	43	67			110
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.1	0.07	0.93	1	2	60	107			167
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.3	0.21	2.9	1	2	57	120			177
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	2	1.59	14	1	2	85	14			99
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	3	2.28	21.2	1	2	187	23			210
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1	0.77	7.7	1	2	62	90			152
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.5	0.46	4.55	1	2	34	82			116
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.5	0.43	4.05	1	3	71	118			189
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	1	0.93	7.8	1	3	55	87			142
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.1	0.06	0.51	1	3	88	207			295
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	0.3	0.24	3	1	3	50	270			320
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	2	1.86	14.8	1	3	90	54			144
LBAM	lightbrown apple moth	mid egg	LBAM ME		9	15	3	2.63	21.6	1	3	123	44			167
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	Control	0	0	2	1		37	21	0	58
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	Control	0	0	2	1		26	15	0	41
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	Control	0	0	2	1		37	28	0	65
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	Control	0	0	2	1		25	5	0	30
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	Control	0	0	2	1		7	0	0	7
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0	0	21.4	2	1		36	30	0	66
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0	0	21.4	2	1		25	12	0	37
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0	0	21.4	2	1		13	9	1	23
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0	0	21.4	2	1		15	8	2	25
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0	0	21.4	2	1		3	0	0	3
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.1	0.17	1.2	2	1		2	19	0	21
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.1	0.17	1.2	2	1		4	25	0	29
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.1	0.17	1.2	2	1		5	14	1	20
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.1	0.17	1.2	2	1		1	13	1	15
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.1	0.17	1.2	2	1		0	5	0	5
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.2	0.18	1.62	2	1		0	17	0	17
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.2	0.18	1.62	2	1		0	61	0	61
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.2	0.18	1.62	2	1		0	22	0	22
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.2	0.18	1.62	2	1		0	16	0	16
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.2	0.18	1.62	2	1		0	7	0	7
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.3	0.24	2.65	2	1		0	11	0	11
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.3	0.24	2.65	2	1		0	16	0	16
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.3	0.24	2.65	2	1		0	17	0	17
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.3	0.24	2.65	2	1		0	22	0	22
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.3	0.24	2.65	2	1		0	7	0	7
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.5	0.38	3.8	2	1		0	34	0	34
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.5	0.38	3.8	2	1		0	66	0	66
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.5	0.38	3.8	2	1		0	46	0	46
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.5	0.38	3.8	2	1		0	30	0	30
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.5	0.38	3.8	2	1		0	11	0	11
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	Control	0	0	2	2		33	13	0	46
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	Control	0	0	2	2		23	14	0	37
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	Control	0	0	2	2		6	13	2	21
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	Control	0	0	2	2		22	4	1	27
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	Control	0	0	2	2		14	3	0	17
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0	0	19.4	2	2		24	18	0	42
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0	0	19.4	2	2		17	15	0	32
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0	0	19.4	2	2		9	4	0	13
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0	0	19.4	2	2		7	4	0	11
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0	0	19.4	2	2		1	0	0	1
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.1	0.13	0.86	2	2		0	18	0	18
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.1	0.13	0.86	2	2		0	29	0	29
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.1	0.13	0.86	2	2		2	25	1	28
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.1	0.13	0.86	2	2		0	16	0	16
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.1	0.13	0.86	2	2		0	5	0	5
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.2	0.18	1.48	2	2		0	69	0	69
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.2	0.18	1.48	2	2		0	121	0	121
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.2	0.18	1.48	2	2		0	77	0	77
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.2	0.18	1.48	2	2		0	80	0	80
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.2	0.18	1.48	2	2		0	33	0	33
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.3	0.31	3.2	2	2		0	56	0	56
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.3	0.31	3.2	2	2		0	82	0	82
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.3	0.31	3.2	2	2		0	92	1	93
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.3	0.31	3.2	2	2		0	50	0	50
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.3	0.31	3.2	2	2		0	11	0	11
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.5	0.5	4.95	2	2		0	19	0	19
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.5	0.5	4.95	2	2		0	26	0	26
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.5	0.5	4.95	2	2		0	13	0	13
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.5	0.5	4.95	2	2		0	11	0	11
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.5	0.5	4.95	2	2		0	5	0	5
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	Control	0	0	2	3		36	26	0	62
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	Control	0	0	2	3		39	28	0	67
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	Control	0	0	2	3		25	12	0	37
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	Control	0	0	2	3		25	13	2	40
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	Control	0	0	2	3		17	0	1	18
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0	0	19.2	2	3		21	12	0	33
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0	0	19.2	2	3		13	2	0	15
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0	0	19.2	2	3		16	2	0	18
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0	0	19.2	2	3		10	0	0	10
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0	0	19.2	2	3		30	3	0	33
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.1	0.13	1	2	3		0	41	0	41
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.1	0.13	1	2	3		0	65	0	65
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.1	0.13	1	2	3		0	14	0	14
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.1	0.13	1	2	3		0	14	1	15
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.1	0.13	1	2	3		0	2	0	2
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.2	0.2	1.88	2	3		0	54	0	54
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.2	0.2	1.88	2	3		1	19	0	20
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.2	0.2	1.88	2	3		0	41	0	41
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.2	0.2	1.88	2	3		0	8	0	8
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.2	0.2	1.88	2	3		0	1	0	1
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.3	0.28	2.3	2	3		0	45	0	45
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.3	0.28	2.3	2	3		0	61	0	61
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.3	0.28	2.3	2	3		0	10	0	10
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.3	0.28	2.3	2	3		0	18	0	18
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.3	0.28	2.3	2	3		0	4	0	4
WAA	Wooly apple aphid	mixed	WAA	1*	1	5	0.5	0.52	4.4	2	3		0	25	0	25
WAA	Wooly apple aphid	mixed	WAA	2*	1	5	0.5	0.52	4.4	2	3		0	45	0	45
WAA	Wooly apple aphid	mixed	WAA	3*	1	5	0.5	0.52	4.4	2	3		0	14	0	14
WAA	Wooly apple aphid	mixed	WAA	4*	1	5	0.5	0.52	4.4	2	3		0	12	0	12
WAA	Wooly apple aphid	mixed	WAA	Adult	1	5	0.5	0.52	4.4	2	3		0	2	0	2
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	Control	0	0	2	1		44	2	0	46
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	Control	0	0	2	1		5	0	0	5
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	Control	0	0	2	1		4	0	0	4
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	Control	0	0	2	1		7	0	0	7
WAA	Wooly apple aphid	mixed	WAA	Adult	1	15	Control	0	0	2	1		2	0	0	2
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0	0	22	2	1		37	16	0	53
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0	0	22	2	1		2	3	0	5
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0	0	22	2	1		10	1	0	11
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0	0	22	2	1		9	2	0	11
WAA	Wooly apple aphid	mixed	WAA	Adult	1	15	0	0	22	2	1		4	1	0	5
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.1	0.3	1.2	2	1		0	37	0	37
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.1	0.3	1.2	2	1		0	38	0	38
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.1	0.3	1.2	2	1		0	43	0	43
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.1	0.3	1.2	2	1		0	16	0	16
WAA	Wooly apple aphid	mixed	WAA	Adult	1	15	0.1	0.3	1.2	2	1		0	1	0	1
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.2	0.37	1.92	2	1		0	32	0	32
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.2	0.37	1.92	2	1		0	69	0	69
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.2	0.37	1.92	2	1		0	22	0	22
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.2	0.37	1.92	2	1		0	11	0	11
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.3	0.52	3.35	2	1		0	24	0	24
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.3	0.52	3.35	2	1		0	34	0	34
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.3	0.52	3.35	2	1		0	37	0	37
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.3	0.52	3.35	2	1		0	11	0	11
WAA	Wooly apple aphid	mixed	WAA	Adult	1	15	0.3	0.52	3.35	2	1		0	3	0	3
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.5	0.65	4.15	2	1		0	38	0	38
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.5	0.65	4.15	2	1		0	12	0	12
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.5	0.65	4.15	2	1		0	7	0	7
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.5	0.65	4.15	2	1		0	1	0	1
WAA	Wooly apple aphid	mixed	WAA	Adult	1	15	0.5	0.65	4.15	2	1		0	2	0	2
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	Control	0	0	2	2		91	34	0	125
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	Control	0	0	2	2		33	4	0	37
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	Control	0	0	2	2		14	3	0	17
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	Control	0	0	2	2		23	6	0	29
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0	0	18.6	2	2		42	5	0	47
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0	0	18.6	2	2		5	1	0	6
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0	0	18.6	2	2		17	2	0	19
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0	0	18.6	2	2		6	0	0	6
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.1	0.32	1.26	2	2		0	46	0	46
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.1	0.32	1.26	2	2		0	79	0	79
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.1	0.32	1.26	2	2		0	40	1	41
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.1	0.32	1.26	2	2		0	6	0	6
WAA	Wooly apple aphid	mixed	WAA	Adult	1	15	0.1	0.32	1.26	2	2		0	2	0	2
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.2	0.38	1.88	2	2		0	78	0	78
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.2	0.38	1.88	2	2		0	36	0	36
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.2	0.38	1.88	2	2		0	12	0	12
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.2	0.38	1.88	2	2		0	2	0	2
WAA	Wooly apple aphid	mixed	WAA	Adult	1	15	0.2	0.38	1.88	2	2		0	1	0	1
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.3	0.4	2.5	2	2		0	50	0	50
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.3	0.4	2.5	2	2		0	27	0	27
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.3	0.4	2.5	2	2		0	18	0	18
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.3	0.4	2.5	2	2		0	3	0	3
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.5	0.58	4.35	2	2		0	101	0	101
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.5	0.58	4.35	2	2		0	16	0	16
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.5	0.58	4.35	2	2		0	20	0	20
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.5	0.58	4.35	2	2		0	17	0	17
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	Control	0	0	2	3		50	4	0	54
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	Control	0	0	2	3		12	1	0	13
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	Control	0	0	2	3		13	0	0	13
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	Control	0	0	2	3		2	0	0	2
WAA	Wooly apple aphid	mixed	WAA	Adult	1	15	Control	0	0	2	3		8	0	0	8
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0	0	21.6	2	3		64	14	0	78
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0	0	21.6	2	3		18	3	0	21
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0	0	21.6	2	3		7	18	0	25
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0	0	21.6	2	3		6	4	0	10
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.1	0.32	1.16	2	3		0	82	0	82
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.1	0.32	1.16	2	3		0	30	1	31
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.1	0.32	1.16	2	3		0	7	1	8
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.1	0.32	1.16	2	3		0	6	0	6
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.2	0.36	1.76	2	3		0	21	0	21
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.2	0.36	1.76	2	3		0	29	0	29
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.2	0.36	1.76	2	3		0	6	0	6
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.2	0.36	1.76	2	3		0	9	0	9
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.3	0.48	2.65	2	3		0	56	0	56
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.3	0.48	2.65	2	3		0	19	0	19
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.3	0.48	2.65	2	3		0	20	0	20
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.3	0.48	2.65	2	3		0	5	0	5
WAA	Wooly apple aphid	mixed	WAA	1*	1	15	0.5	0.69	4.35	2	3		0	30	0	30
WAA	Wooly apple aphid	mixed	WAA	2*	1	15	0.5	0.69	4.35	2	3		0	14	0	14
WAA	Wooly apple aphid	mixed	WAA	3*	1	15	0.5	0.69	4.35	2	3		0	10	0	10
WAA	Wooly apple aphid	mixed	WAA	4*	1	15	0.5	0.69	4.35	2	3		0	8	0	8
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	Control	0	0	2	1	1	17			18
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	0	0	21.4	2	1	1	9			10
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	1	0.73	6.8	2	1	6	5			11
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	1.5	1.36	12	2	1	84	2			86
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	2	1.79	15.4	2	1	198	0			198
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	2.5	2.06	18.6	2	1	88	0			88
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	Control	0	0	2	2	20	235			255
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	0	0	19.4	2	2	10	18			28
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	1	0.98	9.1	2	2	15	2			17
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	1.5	1.38	12.2	2	2	39	2			41
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	2	1.88	17	2	2	12	0			12
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	2.5	2.2	20.6	2	2	55	0			55
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	Control	0	0	2	3	7	81			88
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	0	0	19.2	2	3	22	82			104
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	1	0.92	7.9	2	3	12	4			16
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	1.5	1.05	8.6	2	3	116	6			122
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	2	1.72	13.6	2	3	109	2			111
