Pest	Species	Lifestage	SLS	LS Assessed	Assessed	Temperature	Efnom	Efpc	CO2	Duration	Rep	Unhatched	Live_Hatched	Dead	Moribund	Total
WFT	Western Flower thrip	Larvae	WFT		1	15	control	0	0	1	2		74	18	0	92
WFT	Western Flower thrip	Adult	WFT		1	15	control	0	0	1	2		1	10	0	11
WFT	Western Flower thrip	Larvae	WFT		1	15	0	0	0.2	1	2		36	15	0	51
WFT	Western Flower thrip	Adult	WFT		1	15	0	0	20.2	1	2		2	2	0	4
WFT	Western Flower thrip	Larvae	WFT		1	15	control	0	0	1	3		48	18	0	66
WFT	Western Flower thrip	Adult	WFT		1	15	control	0	0	1	3		4	10	0	14
WFT	Western Flower thrip	Larvae	WFT		1	15	0	0	20.6	1	3		47	13	0	60
WFT	Western Flower thrip	Adult	WFT		1	15	0	0	20.6	1	3		1	10	0	11
WFT	Western Flower thrip	Larvae	WFT		1	15	2	1.79	15.4	1	1		0	12	0	12
WFT	Western Flower thrip	Adult	WFT		1	15	2	1.79	15.4	1	1		0	94	0	94
WFT	Western Flower thrip	Larvae	WFT		1	15	3	2.51	23	1	1		0	118	0	118
WFT	Western Flower thrip	Adult	WFT		1	15	3	2.51	23	1	1		0	27	0	27
WFT	Western Flower thrip	Larvae	WFT		1	15	0.5	0.46	4.2	1	1		9	78	0	87
WFT	Western Flower thrip	Adult	WFT		1	15	0.5	0.46	4.2	1	1		0	8	0	8
WFT	Western Flower thrip	Larvae	WFT		1	15	0.3	0.26	2.45	1	1		6	24	0	30
WFT	Western Flower thrip	Adult	WFT		1	15	0.3	0.26	2.45	1	1		0	13	0	13
WFT	Western Flower thrip	Larvae	WFT		1	15	1	0.95	8.5	1	1		2	61	0	63
WFT	Western Flower thrip	Adult	WFT		1	15	1	0.95	8.5	1	1		0	3	0	3
WFT	Western Flower thrip	Larvae	WFT		1	15	0.1	0.09	1	1	1		48	21	0	69
WFT	Western Flower thrip	Adult	WFT		1	15	0.1	0.09	1	1	1		0	6	0	6
WFT	Western Flower thrip	Larvae	WFT		1	15	0.1	0.07	0.93	1	2		62	14	0	76
WFT	Western Flower thrip	Adult	WFT		1	15	0.1	0.07	0.93	1	2		0	5	0	5
WFT	Western Flower thrip	Larvae	WFT		1	15	0.3	0.21	2.9	1	2		2	32	0	34
WFT	Western Flower thrip	Adult	WFT		1	15	0.3	0.21	2.9	1	2		0	4	0	4
WFT	Western Flower thrip	Larvae	WFT		1	15	2	1.59	14	1	2		0	72	0	72
WFT	Western Flower thrip	Adult	WFT		1	15	2	1.59	14	1	2		0	11	0	11
WFT	Western Flower thrip	Larvae	WFT		1	15	3	2.28	21.2	1	2		0	169	0	169
WFT	Western Flower thrip	Adult	WFT		1	15	3	2.28	21.2	1	2		0	9	0	9
WFT	Western Flower thrip	Larvae	WFT		1	15	1	0.77	7.7	1	2		0	124	0	124
WFT	Western Flower thrip	Adult	WFT		1	15	1	0.77	7.7	1	2		0	15	0	15
WFT	Western Flower thrip	Larvae	WFT		1	15	0.5	0.46	4.55	1	2		5	138	0	143
WFT	Western Flower thrip	Adult	WFT		1	15	0.5	0.46	4.55	1	2		0	20	0	20
WFT	Western Flower thrip	Larvae	WFT		1	15	0.5	0.43	4.05	1	3		0	73	0	73
WFT	Western Flower thrip	Adult	WFT		1	15	0.5	0.43	4.05	1	3		0	17	0	17
WFT	Western Flower thrip	Larvae	WFT		1	15	1	0.93	7.8	1	3		3	148	0	151
WFT	Western Flower thrip	Adult	WFT		1	15	1	0.93	7.8	1	3		0	36	0	36
WFT	Western Flower thrip	Larvae	WFT		1	15	0.1	0.06	0.51	1	3		25	19	0	44
WFT	Western Flower thrip	Adult	WFT		1	15	0.1	0.06	0.51	1	3		0	9	0	9
WFT	Western Flower thrip	Larvae	WFT		1	15	0.3	0.24	3	1	3		4	87	0	91
WFT	Western Flower thrip	Adult	WFT		1	15	0.3	0.24	3	1	3		0	16	0	16
WFT	Western Flower thrip	Larvae	WFT		1	15	2	1.86	14.8	1	3		0	94	0	94
WFT	Western Flower thrip	Adult	WFT		1	15	2	1.86	14.8	1	3		0	32	0	32
WFT	Western Flower thrip	Larvae	WFT		1	15	3	2.63	21.6	1	3		0	79	0	79
WFT	Western Flower thrip	Adult	WFT		1	15	3	2.63	21.6	1	3		0	15	0	15
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	Control	0	0	2	0		63	0	0	63
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0	0	16.62	2	0		67	0	0	67
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.2	0.16	1.96	2	0		62	0	0	62
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.3	0.25	2.74	2	0		55	1	0	56
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.5	0.42	4.64	2	0		45	15	2	62
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	1	0.84	8.66	2	0		20	28	12	60
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	1.5	1.25	12.29	2	0		18	53	0	71
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	2	1.67	16.86	2	0		15	81	6	102
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	Control	0	0	2	0	15	160			175
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0	0	16.62	2	0	9	291			300
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.2	0.16	1.96	2	0	2	301			303
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.3	0.25	2.74	2	0	10	117			127
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.5	0.42	4.64	2	0	15	301			316
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	1	0.84	8.66	2	0	18	258			276
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	1.5	1.25	12.29	2	0	64	170			234
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	2	1.67	16.86	2	0	148	97			245
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	Control	0	0	2	0		100	0	0	100
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	0	0		2	0		99	0	0	99
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	0.2	0.24	1.28	2	0		100	0	0	100
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	0.3	0.25	1.66	2	0		106	0	0	106
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	0.5	0.3	2.14	2	0		105	4	0	109
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	1	0.58	4.65	2	0		51	32	12	95
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	1.5	1.18	9.9	2	0		10	90	6	106
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	2	1.8	16	2	0		5	90	4	99
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	Control	0	0	2	0	11	176			187
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	0	0		2	0	17	188			205
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	0.2	0.24	1.28	2	0	10	227			237
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	0.3	0.25	1.66	2	0	25	152			177
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	0.5	0.3	2.14	2	0	34	170			204
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	1	0.58	4.65	2	0	26	189			215
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	1.5	1.18	9.9	2	0	104	67			171
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	2	1.8	16	2	0	143	21			164
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	Control	0	0	2	0		107	0	0	107
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0	0	9.22	2	0		91	0	0	91
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0.2	0.15	1.165	2	0		101	0	0	101
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0.3	0.25	1.34	2	0		102	0	0	102
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0.5	0.49	2.685	2	0		80	14	0	94
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	1	0.32	5.06	2	0		22	67	10	99
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	1.5	0.6	6.445	2	0		12	66	12	90
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	2	0.97	8.15	2	0		7	83	6	96
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	Control	0	0	2	0	11	169			180
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	0	0	9.22	2	0	35	190			225
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	0.2	0.15	1.165	2	0	15	263			278
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	0.3	0.25	1.34	2	0	19	251			270
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	0.5	0.49	2.685	2	0	8	166			174
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	1	0.32	5.06	2	0	5	222			227
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	1.5	0.6	6.445	2	0	52	245			297
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	2	0.97	8.15	2	0	70	225			295
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	Control	0	0	2	1		100	0	0	100
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0	0	21.4	2	1		108	0	0	108
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.5	0.38	3.8	2	1		36	57	5	98
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	1	0.73	6.8	2	1		12	91	4	107
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	1.5	1.36	12	2	1		9	101	1	111
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	2	1.76	15.4	2	1		4	116	1	121
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	2.5	2.06	18.6	2	1		1	112	1	114
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	Control	0	0	2	1	11	108			119
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0	0	21.4	2	1	2	155			157
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.5	0.38	3.8	2	1	15	88			103
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	1	0.73	6.8	2	1	25	79			104
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	1.5	1.36	12	2	1	63	147			210
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	2	1.79	15.4	2	1	36	71			107
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	2.5	2.06	18.6	2	1	147	21			168
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	Control	0	0	2	2		106	0	0	106
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0	0	19.4	2	2		94	0	0	94
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.5	0.5	4.95	2	2		12	82	3	97
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	1	0.98	9.1	2	2		12	82	2	96
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	1.5	1.38	12.2	2	2		10	94	1	105
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	2	1.88	17	2	2		8	100	1	109
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	2.5	2.2	20.6	2	2		4	104	1	109
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	Control	0	0	2	2	12	139			151
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0	0	19.4	2	2	7	129			136
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.5	0.5	4.95	2	2	29	160			189
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	1	0.98	9.1	2	2	26	150			176
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	1.5	1.38	12.2	2	2	29	172			201
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	2	1.88	17	2	2	83	73			156
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	2.5	2.2	20.6	2	2	178	6			184
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	Control	0	0	2	3		112	0	0	112
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0	0	19.2	2	3		98	0	0	98
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.5	0.52	4.4	2	3		42	51	3	96
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	1	0.92	7.9	2	3		8	88	2	98
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	1.5	1.05	8.6	2	3		8	88	2	98
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	2	1.72	13.6	2	3		3	101	2	106
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	2.5	2.3	18.6	2	3		2	96	1	99
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	Control	0	0	2	3	8	115			123
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0	0	19.2	2	3	14	152			166
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.5	0.52	4.4	2	3	27	138			165
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	1	0.92	7.9	2	3	18	90			108
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	1.5	1.05	8.6	2	3	17	120			137
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	2	1.72	13.6	2	3	41	50			91
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	2.5	2.3	18.6	2	3	117	27			144
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	Control	0	0	2	1		95	0	0	95
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	0	0	20.2	2	1		117	0	0	117
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	0.5	0.42	4.25	2	1		23	76	5	104
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	1	0.9	8.3	2	1		2	92	2	96
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	1.5	1.42	12.8	2	1		5	99	8	112
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	2	1.84	16.4	2	1		4	103	0	107
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	2.5	2.18	20	2	1		2	93	1	96
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	Control	0	0	2	1	19	232			251
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	0	0	20.2	2	1	30	188			218
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	0.5	0.42	4.25	2	1	21	206			227
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	1	0.9	8.3	2	1	31	188			219
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	1.5	1.42	12.8	2	1	95	151			246
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	2.5	2.18	20	2	1	196	24			220
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	Control	0	0	2	2		96	0	0	96
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	0	0	18	2	2		123	0	0	123
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	0.5	0.45	4.5	2	2		25	76	10	111
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	1	0.89	8.8	2	2		4	92	2	98
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	1.5	1.4	13	2	2		7	102	5	114
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	2	1.84	16.8	2	2		0	97	0	97
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	2.5	2.14	20	2	2		2	98	1	101
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	Control	0	0	2	2	46	114			160
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	0	0	18	2	2	7	166			173
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	0.5	0.42	4.25	2	2	46	166			212
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	1	0.9	8.3	2	2	17	195			212
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	1.5	1.42	12.8	2	2	26	150			176
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	2	1.84	16.4	2	2	104	118			222
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	2.5	2.18	20	2	2	301	68			369
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	Control	0	0	2	3		85	2	0	87
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	0	0	19.6	2	3		114	0	0	114
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	0.5	0.48	4.55	2	3		24	68	19	111
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	1	0.76	6.66	2	3		5	88	5	98
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	1.5	1.5	11.8	2	3		2	104	0	106
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	2	1.84	15.2	2	3		4	107	1	112
LBAM	Lightbrown apple moth	5*	LBAM 5		1	10	2.5	2.4	20.4	2	3		2	110	0	112
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	Control	0	0	2	3	15	198			213
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	0	0	19.6	2	3	12	299			311
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	0.5	0.48	4.55	2	3	44	195			239
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	1	0.76	6.66	2	3	41	108			149
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	1.5	1.5	11.8	2	3	178	81			259
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	2	1.84	15.2	2	3	134	89			223
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	10	2.5	2.4	20.4	2	3	158	7			165
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	Control	0	0	2	1		102	0	0	102
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0	0	22	2	1		108	0	0	108
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0.5	0.65	4.15	2	1		12	79	6	97
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	1	1.16	8.6	2	1		0	101	5	106
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	1.5	1.8	13.6	2	1		1	103	2	106
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	2	2.2	17.6	2	1		0	102	3	105
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	2.5	2.55	22	2	1		0	105	0	105
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	Control	0	0	2	1	77	203			280
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	0	0	22	2	1	81	265			346
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	0.5	0.65	4.15	2	1	103	234			337
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	1	1.16	8.6	2	1	183	282			465
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	1.5	1.8	13.6	2	1	402	111			513
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	2	2.2	17.6	2	1	286	11			297
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	2.5	2.55	22	2	1	390	4			394
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	Control	0	0	2	2		94	1	0	95
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0	0	18.6	2	2		99	0	0	99
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0.5	0.58	4.35	2	2		6	80	11	97
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	1	1.08	8.3	2	2		3	93	5	101
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	1.5	1.62	12.4	2	2		2	103	2	107
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	2	2.06	16.8	2	2		0	124	1	125
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	2.5	2.5	21	2	2		0	119	0	119
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	Control	0	0	2	2	104	251			355
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	0	0	18.6	2	2	105	236			341
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	0.5	0.58	4.35	2	2	161	246			407
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	1	1.08	8.3	2	2	163	409			572
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	1.5	1.62	12.4	2	2	256	110			366
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	2	2.06	16.8	2	2	505	15			520
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	2.5	2.5	21	2	2	629	0			629
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	Control	0	0	2	3		101	0	0	101
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0	0	21.6	2	3		106	0	0	106
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0.5	0.69	4.35	2	3		6	110	2	118
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	1	1.14	7.9	2	3		0	105	3	108
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	1.5	1.64	12	2	3		0	95	1	96
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	2	2.08	15.6	2	3		0	115	1	116
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	2.5	2.75	21.6	2	3		0	115	1	116
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	Control	0	0	2	3	95	457			552
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	0	0	21.6	2	3	90	329			419
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	0.5	0.69	4.35	2	3	104	394			498
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	1	1.14	7.9	2	3	178	305			483
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	1.5	1.64	12	2	3	182	124			306
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	2	2.08	15.6	2	3	542	13			555
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	15	2.5	2.75	21.6	2	3	260	3			263
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	Control	0	0	1	1		106	1	0	107
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0	0	24.5	1	1		107	0	0	107
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.2	0.16	1.82	1	1		116	1	0	117
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.4	0.32	3.45	1	1		101	1	0	102
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.6	0.48	5.05	1	1		95	0	0	95
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	1	0.92	8.7	1	1		68	21	1	90
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	2	1.86	16.6	1	1		37	51	15	103
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	3	2.65	24.5	1	1		10	70	13	93
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	Control	0	0	1	1	39	201			240
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0	0	24.5	1	1	59	159			218
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.2	0.16	1.82	1	1	26	123			149
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.4	0.32	3.45	1	1	43	135			178
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.6	0.48	5.05	1	1	40	89			129
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	1	0.92	8.7	1	1	38	61			99
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	2	1.86	16.6	1	1	51	72			123
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	3	2.65	24.5	1	1	48	64			112
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	Control	0	0	1	2		94	0	0	94
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0	0	18.2	1	2		113	1	0	114
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.2	0.14	1.86	1	2		117	0	0	117
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.4	0.35	4.45	1	2		100	1	0	101
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.6	0.5	5.5	1	2		83	4	1	88
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	1	0.72	7.7	1	2		42	40	16	98
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	2	1.6	14.6	1	2		17	68	10	95
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	3	2.4	22.5	1	2		11	82	13	106
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	Control	0	0	1	2	51	175			226
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0	0	18.2	1	2	24	71			95
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.2	0.14	1.86	1	2	49	96			145
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.4	0.35	4.45	1	2	36	67			103
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.6	0.5	5.5	1	2	43	68			111
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	1	0.72	7.7	1	2	108	135			243
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	2	1.6	14.6	1	2	64	81			145
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	3	2.4	22.5	1	2	72	56			128
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	Control	0	0	1	3		92	0	0	92
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0	0	22	1	3		96	0	0	96
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.2	0.18	1.76	1	3		96	2	0	98
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.4	0.41	4.15	1	3		102	2	0	104
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	0.6	0.55	5.25	1	3		88	5	0	93
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	1	1	8.6	1	3		42	46	23	111
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	2	1.92	16.6	1	3		43	45	4	92
LBAM	Lightbrown apple moth	5*	LBAM 5		1	5	3	2.7	24.5	1	3		16	70	13	99
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	Control	0	0	1	3	16	66			82
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0	0	22	1	3	26	98			124
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.2	0.18	1.76	1	3	48	111			159
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.4	0.41	4.15	1	3	38	84			122
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	0.6	0.55	5.25	1	3	81	134			215
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	1	1	8.6	1	3	36	66			102
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	2	1.92	16.6	1	3	108	100			208
LBAM	Lightbrown apple moth	mid egg	LBAM ME		9	5	3	2.7	24.5	1	3	129	92			221
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	Control	0	0	1	1		83	0	0	83
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0	0	27.5	1	1		114	0	0	114
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0.2	0.172	2.2	1	1		124	0	0	124
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0.4	0.352	3.75	1	1		88	0	0	88
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	0.6	0.54	5.5	1	1		68	30	8	106
LBAM	Lightbrown apple moth	5*	LBAM 5		1	15	1	0.91	9.4	1	1		55	24	9	88
